Name,Games,Minutes Played,O Points,O Conversions,D Points,D Conversions,Touches,Throws,Catches,Goals,Assists,Pulls,Average Pull Hangtime,Callahans,Callahans Thrown,Stalls,Throwaways,Drops,Pulls OB,Penalties, Team
Drost R,15,418.883333333,62,43,255,105,183,172,157,26,20,0,0,0,0,0,18,0,0,0,New York Empire2015  
Dixon G,13,277.433333333,82,56,116,47,374,403,325,6,22,0,0,0,0,4,25,2,0,0,New York Empire2015  
Babbin J,6,75.6833333333,2,1,56,23,33,34,30,2,3,26,6.23446153846,0,0,0,5,0,1,0,New York Empire2015  
Katz B,12,327.316666667,187,120,38,11,374,399,300,12,32,1,6.404,0,0,0,43,1,0,0,New York Empire2015  
Marsh J,6,132.766666667,117,76,3,1,131,112,111,20,15,0,0,0,0,0,17,1,0,0,New York Empire2015  
Taylor S,15,410.416666667,20,13,261,100,142,137,128,13,9,229,6.65560526316,0,0,0,9,3,20,0,New York Empire2015  
Yz I,10,169.6,126,82,8,2,121,110,103,18,12,5,6.39,0,0,0,12,0,0,0,New York Empire2015  
Drost M,13,374.133333333,22,16,245,93,169,158,145,24,13,0,0,0,0,1,13,1,0,0,New York Empire2015  
Name,Games,Minutes Played,O Points,O Conversions,D Points,D Conversions,Touches,Throws,Catches,Goals,Assists,Pulls,Average Pull Hangtime,Callahans,Callahans Thrown,Stalls,Throwaways,Drops,Pulls OB,Penalties, Team
,1,9.71666666667,0,0,2,2,0,192,0,0,0,0,0,0,0,0,192,0,0,0,Rochester Dragons2015  
Chris B,4,71.2,11,5,49,7,33,53,30,0,0,0,0,0,0,0,5,0,0,0,Rochester Dragons2015  
Jon B,12,316.416666667,72,34,148,36,128,124,97,9,6,2,1.7155,0,0,0,9,3,0,0,Rochester Dragons2015  
Micky R,12,472.966666667,239,128,66,21,426,397,385,27,28,0,0,0,0,0,30,7,0,0,Rochester Dragons2015  
Rich L,8,123.216666667,22,6,89,14,35,28,30,5,0,0,0,0,0,0,1,4,0,0,Rochester Dragons2015  
Tim K,14,346.616666667,87,39,179,37,98,76,72,26,11,81,5.52055555556,0,0,0,7,4,7,0,Rochester Dragons2015  
Chris L,11,143.6,16,5,110,19,30,24,25,5,3,0,0,0,0,0,1,0,0,0,Rochester Dragons2015  
Anthon M,6,70.8166666667,11,4,62,7,15,12,12,3,0,0,0,0,0,0,1,0,0,0,Rochester Dragons2015  
TJ Burns,2,45.5333333333,9,4,26,8,11,10,8,3,1,0,0,0,0,0,1,0,0,0,Rochester Dragons2015  
Brian K,10,320.166666667,184,102,22,12,504,507,405,3,10,0,0,0,0,0,20,14,0,0,Rochester Dragons2015  
Kevin Q,11,379.95,232,129,39,15,338,345,316,14,49,1,2.949,0,0,2,46,13,0,0,Rochester Dragons2015  
CharlieR,1,7.73333333333,8,6,4,0,3,3,3,0,1,0,0,0,0,0,0,0,0,0,Rochester Dragons2015  
RalieghV,1,7.48333333333,0,0,7,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,Rochester Dragons2015  
Anonymous,1,0.0,0,0,0,0,11,29,10,0,0,0,0,0,0,0,1,0,0,0,Rochester Dragons2015  
Doug U,11,347.066666667,190,108,42,15,222,189,192,29,21,2,7.016,0,0,0,16,6,0,0,Rochester Dragons2015  
Kyle M,12,143.233333333,10,1,119,25,43,36,38,5,2,3,3.58833333333,0,0,0,5,1,0,0,Rochester Dragons2015  
Eric Y,10,77.1166666667,28,14,45,6,26,25,20,1,3,0,0,0,0,0,3,0,0,0,Rochester Dragons2015  
Dave A,3,91.1833333333,12,8,51,13,65,92,56,3,9,51,5.9741,0,0,0,10,1,4,0,Rochester Dragons2015  
Wilson G,8,183.25,134,71,15,2,239,239,155,3,10,0,0,0,0,0,19,5,0,0,Rochester Dragons2015  
Thom W,11,132.9,42,16,79,7,45,43,43,2,0,0,0,0,0,0,1,1,0,0,Rochester Dragons2015  
Pat S,7,133.016666667,55,22,66,7,90,96,69,2,2,0,0,0,0,0,5,8,0,0,Rochester Dragons2015  
Brand K,6,38.0666666667,8,4,42,3,15,14,12,1,0,0,0,0,0,0,0,0,0,0,Rochester Dragons2015  
Max R,10,390.016666667,192,108,69,14,528,570,480,1,28,47,5.39065957447,0,0,0,55,12,0,0,Rochester Dragons2015  
Matt C,12,363.183333333,216,127,24,11,237,193,191,44,12,0,0,0,0,0,11,1,0,0,Rochester Dragons2015  
Max K,8,140.0,106,51,15,2,76,67,66,10,4,0,0,0,0,0,4,0,0,0,Rochester Dragons2015  
Connor F,11,399.466666667,237,128,23,8,258,232,231,21,19,1,6.003,0,0,0,20,3,0,0,Rochester Dragons2015  
Dan M,11,323.75,177,100,35,7,327,336,265,5,8,0,0,0,0,0,18,2,0,0,Rochester Dragons2015  
Carter M,13,364.316666667,146,73,125,27,152,147,139,13,14,1,4.866,0,0,0,18,4,0,0,Rochester Dragons2015  
Craig M,7,139.55,34,16,73,14,82,90,72,2,1,0,0,0,0,0,8,2,0,0,Rochester Dragons2015  
Sam C,14,258.816666667,47,21,174,29,122,146,109,4,8,54,6.16622222222,0,0,0,20,5,5,0,Rochester Dragons2015  
Bret C,7,101.566666667,13,7,63,16,23,18,20,3,1,0,0,0,0,0,0,2,0,0,Rochester Dragons2015  
Justin I,7,187.05,52,28,69,14,76,76,63,11,4,17,5.44858823529,0,0,0,16,3,0,0,Rochester Dragons2015  
Name,Games,Minutes Played,O Points,O Conversions,D Points,D Conversions,Touches,Throws,Catches,Goals,Assists,Pulls,Average Pull Hangtime,Callahans,Callahans Thrown,Stalls,Throwaways,Drops,Pulls OB,Penalties, Team
,1,17.15,4,3,6,0,0,224,0,0,0,0,0,0,0,0,224,0,0,0,Raleigh Flyers2015  
Snoke D,12,522.416666667,264,196,44,33,464,457,327,26,29,0,0,1,0,2,12,10,0,1,Raleigh Flyers2015  
McGoog J,8,164.283333333,61,47,55,24,98,101,71,6,7,1,4.5,0,0,0,3,2,0,0,Raleigh Flyers2015  
Jessi J,1,12.1166666667,0,0,13,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,Raleigh Flyers2015  
Chandl D,12,340.333333333,83,61,118,38,128,109,110,16,7,0,0,0,0,0,5,0,0,0,Raleigh Flyers2015  
Zhou M,14,219.75,0,0,217,60,71,74,63,8,13,70,4.25439583333,0,0,0,6,3,3,0,Raleigh Flyers2015  
Tarasi D,12,465.183333333,232,165,48,32,348,363,265,19,34,0,0,0,0,0,18,6,0,1,Raleigh Flyers2015  
Weeks P,1,25.0666666667,8,4,9,4,14,12,8,2,1,0,0,0,0,0,0,0,0,0,Raleigh Flyers2015  
Nether J,7,319.583333333,143,106,41,16,265,306,213,6,26,14,5.87092857143,0,0,1,22,6,0,0,Raleigh Flyers2015  
Goode R,8,165.066666667,67,47,54,25,59,50,50,9,3,1,0,0,0,0,7,0,0,0,Raleigh Flyers2015  
Hartzo J,5,79.95,0,0,79,26,19,16,14,5,3,0,0,0,0,0,3,0,0,0,Raleigh Flyers2015  
Cooper S,3,71.4333333333,2,2,39,17,11,16,11,0,2,0,0,0,0,0,1,1,0,0,Raleigh Flyers2015  
Green T,9,215.016666667,26,20,166,47,123,178,114,2,16,26,6.54808,0,0,0,17,1,2,0,Raleigh Flyers2015  
Willia J,3,170.1,43,29,24,9,45,38,37,8,7,0,0,0,0,0,2,1,0,0,Raleigh Flyers2015  
Snell B,1,23.9333333333,10,8,17,5,18,16,15,3,1,0,0,0,0,0,1,0,0,0,Raleigh Flyers2015  
Mitche T,16,700.533333333,294,209,89,48,298,276,269,26,21,2,5.6525,0,0,1,25,4,0,1,Raleigh Flyers2015  
Allen J,15,433.9,281,217,72,35,343,298,280,62,60,20,6.10636842105,0,0,0,35,13,0,0,Raleigh Flyers2015  
Colicc C,4,50.3,0,0,35,13,15,10,11,4,0,0,0,0,0,0,1,0,0,0,Raleigh Flyers2015  
Anonymous,1,0.0,0,0,0,0,3,8,1,1,0,1,2.201,0,0,0,2,0,0,0,Raleigh Flyers2015  
Bowen J,15,627.466666667,302,220,53,36,289,231,222,62,49,0,0,0,0,0,27,2,0,0,Raleigh Flyers2015  
Ryan A,5,76.8666666667,0,0,68,26,18,13,14,4,1,5,5.70533333333,0,0,0,2,0,1,0,Raleigh Flyers2015  
Neve M,14,278.483333333,149,110,65,21,174,149,146,25,12,0,0,0,0,0,6,1,0,0,Raleigh Flyers2015  
Pope T,8,102.5,0,0,119,24,30,28,22,8,4,101,5.02136666667,0,0,2,6,3,5,0,Raleigh Flyers2015  
Richar D,15,247.1,2,1,193,45,21,12,14,7,1,0,0,0,0,0,1,0,0,0,Raleigh Flyers2015  
Stumpf M,3,52.6666666667,0,0,33,11,7,5,5,2,0,0,0,0,0,0,0,0,0,0,Raleigh Flyers2015  
Moore M,13,217.183333333,6,3,197,57,52,43,42,10,6,1,7.167,0,0,0,5,0,0,0,Raleigh Flyers2015  
Cretel J,12,280.466666667,53,38,207,50,131,129,122,9,18,2,7.5255,0,0,0,18,5,0,1,Raleigh Flyers2015  
Matthe R,11,281.3,5,2,192,52,48,45,40,8,3,0,0,0,0,0,1,0,0,0,Raleigh Flyers2015  
Saul N,7,301.533333333,95,63,99,32,224,255,192,8,16,33,6.72590625,0,0,0,13,4,1,1,Raleigh Flyers2015  
Clark B,3,60.0833333333,4,3,44,16,11,11,10,1,3,0,0,0,0,0,1,0,0,0,Raleigh Flyers2015  
Poulos S,2,28.8666666667,12,8,15,5,22,27,16,1,2,13,6.03790909091,0,0,0,5,0,0,0,Raleigh Flyers2015  
Hastin J,5,82.3166666667,1,0,66,20,34,32,29,5,1,0,0,0,0,0,4,0,0,0,Raleigh Flyers2015  
Dieter B,6,230.166666667,123,91,19,15,105,94,93,10,11,0,0,0,0,0,2,1,0,0,Raleigh Flyers2015  
Maxsta X,8,175.5,12,8,114,21,60,73,54,2,1,68,6.61867647059,0,0,0,10,6,4,0,Raleigh Flyers2015  
Bender S,12,227.666666667,5,2,196,57,91,103,84,7,16,67,6.06586153846,0,0,0,10,0,6,2,Raleigh Flyers2015  
Taylor H,2,33.6,1,0,27,5,11,11,9,2,1,0,0,0,0,0,1,0,0,0,Raleigh Flyers2015  
Casey B,12,497.25,253,181,39,25,423,418,315,17,38,0,0,0,0,0,20,7,0,0,Raleigh Flyers2015  
Lin M,8,165.233333333,82,60,25,8,93,74,77,16,9,1,5.536,0,0,0,3,3,0,0,Raleigh Flyers2015  
Colema J,13,350.45,9,3,210,63,53,36,36,17,1,0,0,0,0,0,1,0,0,0,Raleigh Flyers2015  
McAlis T,2,76.8,7,4,36,10,7,6,6,1,0,0,0,0,0,0,1,0,0,0,Raleigh Flyers2015  
Name,Games,Minutes Played,O Points,O Conversions,D Points,D Conversions,Touches,Throws,Catches,Goals,Assists,Pulls,Average Pull Hangtime,Callahans,Callahans Thrown,Stalls,Throwaways,Drops,Pulls OB,Penalties, Team
,1,0.0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,236,0,0,0,Pittsburgh Thunderbirds2015  
Dulabo R,10,409.083333333,28,19,183,67,66,60,52,14,5,14,5.34945454545,0,0,0,9,0,1,0,Pittsburgh Thunderbirds2015  
Beards E,15,462.566666667,290,233,101,42,189,118,116,72,8,0,0,0,0,0,2,2,0,0,Pittsburgh Thunderbirds2015  
RaniiD M,7,273.966666667,92,67,116,47,219,229,203,9,37,25,5.41225,0,0,0,8,5,2,1,Pittsburgh Thunderbirds2015  
Pitts C,7,217.966666667,99,75,108,39,83,67,59,19,7,1,7.892,0,0,0,3,0,0,0,Pittsburgh Thunderbirds2015  
Sheppa M,10,216.683333333,35,23,173,69,85,76,62,16,18,102,5.97667,0,0,0,6,1,2,0,Pittsburgh Thunderbirds2015  
Pannon M,13,452.216666667,28,17,229,76,75,66,62,13,6,0,0,0,0,0,3,1,0,0,Pittsburgh Thunderbirds2015  
Hritz M,3,70.6666666667,3,3,30,11,15,15,13,1,1,0,0,0,0,0,0,0,0,0,Pittsburgh Thunderbirds2015  
Wissel T,9,331.683333333,19,14,152,57,135,168,123,7,13,1,0,0,0,0,6,3,0,0,Pittsburgh Thunderbirds2015  
Thorne A,7,234.35,148,118,30,19,333,339,292,14,24,3,4.593,0,0,1,20,2,0,0,Pittsburgh Thunderbirds2015  
Mast J,15,522.15,199,161,119,50,467,478,350,8,9,0,0,0,0,0,15,5,0,0,Pittsburgh Thunderbirds2015  
Mogiel S,10,162.266666667,4,3,152,55,60,64,55,5,8,36,4.76394117647,0,0,0,4,0,0,0,Pittsburgh Thunderbirds2015  
Thorn- M,1,34.3833333333,18,14,3,1,20,18,18,2,2,0,0,0,0,0,2,0,0,0,Pittsburgh Thunderbirds2015  
Repper A,14,335.033333333,52,36,233,87,127,116,105,22,14,36,6.011,0,0,0,11,2,2,0,Pittsburgh Thunderbirds2015  
Thorne M,2,67.5166666667,40,26,7,6,52,42,42,7,4,0,0,0,0,0,5,3,0,0,Pittsburgh Thunderbirds2015  
Earles P,8,279.116666667,184,144,44,24,430,447,382,9,61,5,5.2138,0,0,1,35,12,0,1,Pittsburgh Thunderbirds2015  
Anonymous,1,0.0,0,0,0,0,4,15,1,0,1,36,2.88158333333,0,0,0,9,0,0,0,Pittsburgh Thunderbirds2015  
Slevin J,2,46.1166666667,8,6,30,10,27,31,22,1,1,0,0,0,0,0,0,0,0,0,Pittsburgh Thunderbirds2015  
DeAmic J,10,190.883333333,4,3,150,47,29,21,19,10,0,2,2.348,0,0,0,2,0,0,0,Pittsburgh Thunderbirds2015  
Brenen C,11,249.883333333,113,90,127,47,243,267,201,4,19,0,0,0,0,1,19,1,0,0,Pittsburgh Thunderbirds2015  
DeGiro T,12,343.55,200,164,102,53,439,422,408,28,86,1,3.222,0,0,0,19,7,0,0,Pittsburgh Thunderbirds2015  
VanNes M,4,43.0166666667,2,1,45,14,15,21,15,0,1,0,0,0,0,0,4,0,0,0,Pittsburgh Thunderbirds2015  
Trimbl S,12,252.733333333,80,65,119,46,76,66,60,16,11,1,3.722,0,0,0,5,0,0,0,Pittsburgh Thunderbirds2015  
Bechis D,2,55.3833333333,7,4,50,13,24,21,19,4,2,0,0,0,0,0,0,0,0,0,Pittsburgh Thunderbirds2015  
Zarobi E,3,79.1833333333,6,3,39,8,17,14,15,2,2,0,0,0,0,0,1,1,0,0,Pittsburgh Thunderbirds2015  
Kaczma N,5,84.6833333333,11,7,69,30,40,42,34,3,3,0,0,0,0,0,0,0,0,0,Pittsburgh Thunderbirds2015  
Delgad F,11,308.9,7,6,144,52,68,63,56,12,6,1,5.7,0,0,0,6,1,0,0,Pittsburgh Thunderbirds2015  
Fedore M,13,460.066666667,35,23,239,76,155,159,127,24,21,81,5.36761728395,0,0,2,9,5,1,0,Pittsburgh Thunderbirds2015  
Saul I,9,261.016666667,182,141,30,15,372,388,276,3,24,1,0,0,0,0,26,5,0,0,Pittsburgh Thunderbirds2015  
Greeno J,9,137.666666667,4,2,99,35,56,68,51,3,2,0,0,0,0,0,5,3,0,0,Pittsburgh Thunderbirds2015  
Schure S,11,188.7,12,7,160,56,101,129,99,2,16,112,6.30440186916,0,0,0,13,3,7,0,Pittsburgh Thunderbirds2015  
Thomas B,7,84.15,1,1,70,20,17,16,15,2,2,0,0,0,0,0,1,1,0,0,Pittsburgh Thunderbirds2015  
Haser N,5,243.616666667,2,1,91,35,26,20,16,10,1,0,0,0,0,0,1,0,0,0,Pittsburgh Thunderbirds2015  
Vatz D,13,351.866666667,245,204,53,25,216,156,139,62,9,0,0,0,0,0,7,0,0,0,Pittsburgh Thunderbirds2015  
Shultz D,4,65.2666666667,3,2,47,14,8,5,5,3,0,0,0,0,0,0,1,1,0,0,Pittsburgh Thunderbirds2015  
Watson A,13,437.183333333,254,200,79,42,366,323,314,48,31,3,5.4735,0,0,0,14,6,0,0,Pittsburgh Thunderbirds2015  
Name,Games,Minutes Played,O Points,O Conversions,D Points,D Conversions,Touches,Throws,Catches,Goals,Assists,Pulls,Average Pull Hangtime,Callahans,Callahans Thrown,Stalls,Throwaways,Drops,Pulls OB,Penalties, Team
,1,0.0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,169,0,0,0,Minnesota Wind Chill2015  
Lien J,12,263.833333333,107,68,103,37,270,291,218,11,16,3,4.14633333333,0,0,1,16,3,0,0,Minnesota Wind Chill2015  
Heid N,5,108.8,21,11,68,32,74,89,71,1,13,21,4.95876190476,0,0,0,9,3,2,0,Minnesota Wind Chill2015  
Dresch J,10,194.233333333,66,47,86,30,177,196,156,9,27,79,5.77110126582,0,0,0,33,7,3,0,Minnesota Wind Chill2015  
Abramo L,3,12.4666666667,0,0,11,3,7,10,7,0,0,1,2.757,0,0,0,2,0,0,0,Minnesota Wind Chill2015  
Lien A,12,256.616666667,172,98,30,10,465,489,413,5,9,2,3.796,0,0,0,23,11,0,0,Minnesota Wind Chill2015  
Jensen C,12,126.833333333,19,9,88,25,41,47,35,4,7,2,6.187,0,0,0,5,3,0,0,Minnesota Wind Chill2015  
Schoen B,13,353.1,131,82,128,44,202,160,147,51,20,0,0,0,0,0,7,6,0,0,Minnesota Wind Chill2015  
Reis S,10,197.3,30,16,110,42,57,55,50,6,10,39,5.76546153846,0,0,0,5,0,2,0,Minnesota Wind Chill2015  
Rooffe D,9,90.5333333333,9,8,73,22,27,21,21,6,3,0,0,0,0,0,4,0,0,0,Minnesota Wind Chill2015  
Newlin S,1,25.85,9,6,5,2,8,10,5,1,3,0,0,0,0,0,1,0,0,0,Minnesota Wind Chill2015  
Niles P,7,120.316666667,62,34,33,12,82,85,72,3,6,0,0,0,0,0,9,3,0,0,Minnesota Wind Chill2015  
Cashma P,9,119.783333333,33,15,52,16,81,90,73,0,0,15,4.9196,0,0,0,9,3,0,0,Minnesota Wind Chill2015  
Hunt D,4,74.5666666667,26,13,38,11,53,64,47,1,3,6,6.52233333333,0,0,0,16,1,0,0,Minnesota Wind Chill2015  
Groven T,8,169.95,82,35,45,16,209,216,164,1,7,11,6.29772727273,0,0,0,10,4,0,0,Minnesota Wind Chill2015  
Lee A,9,112.466666667,9,6,92,31,19,17,15,3,2,0,0,0,0,0,0,0,0,0,Minnesota Wind Chill2015  
VanKan J,2,34.95,21,10,3,1,19,16,18,1,1,0,0,0,0,0,0,2,0,0,Minnesota Wind Chill2015  
Anonymous,1,0.0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,1,0,0,0,Minnesota Wind Chill2015  
Merie Z,11,258.883333333,93,54,74,32,76,57,58,17,1,0,0,0,0,0,3,2,0,0,Minnesota Wind Chill2015  
Shirle D,12,337.433333333,145,79,69,18,226,228,193,22,10,0,0,0,0,0,23,2,0,0,Minnesota Wind Chill2015  
Carr P,6,157.416666667,86,37,17,5,109,115,88,1,6,0,0,0,0,1,5,0,0,0,Minnesota Wind Chill2015  
Kittle J,12,281.6,49,27,185,74,104,87,83,21,12,0,0,1,0,0,7,1,0,0,Minnesota Wind Chill2015  
Shramk L,8,143.5,76,38,36,14,71,61,60,10,9,3,5.07566666667,0,0,0,5,0,0,0,Minnesota Wind Chill2015  
Bolton J,3,165.8,74,22,13,6,87,85,76,3,4,3,5.55833333333,0,0,0,7,1,0,0,Minnesota Wind Chill2015  
Johnso R,4,52.4666666667,10,3,29,7,26,33,22,0,2,13,6.793,0,0,0,1,0,1,0,Minnesota Wind Chill2015  
Arenso G,2,37.6666666667,8,4,15,1,24,25,23,0,1,9,5.87111111111,0,0,0,2,2,0,0,Minnesota Wind Chill2015  
Matis B,13,293.866666667,53,28,157,57,113,102,94,18,11,3,5.95,0,0,0,10,4,0,0,Minnesota Wind Chill2015  
Polett T,2,44.9833333333,10,5,24,12,38,42,37,0,0,0,0,0,0,0,2,1,0,0,Minnesota Wind Chill2015  
Sulliv B,8,144.616666667,27,14,83,23,51,46,46,5,1,0,0,0,0,0,1,1,0,0,Minnesota Wind Chill2015  
Schmit P,2,8.38333333333,3,2,4,0,3,2,3,0,0,1,4.788,0,0,0,0,1,0,0,Minnesota Wind Chill2015  
Caball L,5,159.583333333,68,19,29,17,71,80,60,1,8,0,0,0,0,0,6,1,0,0,Minnesota Wind Chill2015  
Jordan M,10,244.85,142,66,24,11,104,87,86,17,5,0,0,0,0,1,3,1,0,0,Minnesota Wind Chill2015  
A-K Ian,4,150.333333333,82,31,7,3,163,170,137,2,5,0,0,0,0,0,13,5,0,0,Minnesota Wind Chill2015  
Wolle C,11,295.666666667,113,63,88,31,151,130,132,19,12,0,0,0,0,1,4,4,0,0,Minnesota Wind Chill2015  
Jagt B,7,278.566666667,85,34,94,46,125,105,104,20,26,6,4.351,1,0,0,12,5,1,0,Minnesota Wind Chill2015  
Groess J,1,29.5166666667,7,1,12,2,19,22,15,1,1,0,0,0,0,0,3,2,0,0,Minnesota Wind Chill2015  
Peters M,1,29.7666666667,7,2,7,3,10,18,8,0,0,7,4.80128571429,0,0,0,7,1,0,0,Minnesota Wind Chill2015  
Collom D,14,489.233333333,206,104,109,45,366,364,329,14,26,0,0,0,0,0,28,9,0,0,Minnesota Wind Chill2015  
Hanke N,9,207.1,54,27,90,27,95,90,84,8,7,47,5.91410638298,0,0,1,14,1,1,0,Minnesota Wind Chill2015  
Rasmus E,10,302.416666667,115,65,88,37,218,238,179,10,16,31,5.11122580645,0,0,0,21,1,1,0,Minnesota Wind Chill2015  
Name,Games,Minutes Played,O Points,O Conversions,D Points,D Conversions,Touches,Throws,Catches,Goals,Assists,Pulls,Average Pull Hangtime,Callahans,Callahans Thrown,Stalls,Throwaways,Drops,Pulls OB,Penalties, Team
,1,0.583333333333,5,5,0,0,0,222,0,0,0,0,0,0,0,0,222,0,0,0,Jacksonville Cannons2015  
Larocque,4,129.6,43,28,53,17,72,71,60,6,10,0,0,0,0,0,7,1,0,0,Jacksonville Cannons2015  
Travagli,13,320.1,53,37,171,50,190,249,176,1,15,155,6.19145833333,0,0,0,22,2,9,0,Jacksonville Cannons2015  
Langdon,2,81.0333333333,7,5,24,12,32,33,27,4,4,0,0,0,0,0,4,0,0,0,Jacksonville Cannons2015  
Poulos,7,212.283333333,126,105,23,18,264,274,218,13,32,3,7.36333333333,0,0,0,19,2,0,0,Jacksonville Cannons2015  
Brody J,8,162.333333333,6,2,103,30,33,29,21,10,4,0,0,0,0,0,5,0,0,0,Jacksonville Cannons2015  
McKelvey,6,130.55,6,2,90,22,21,19,18,3,4,0,0,0,0,0,2,0,0,0,Jacksonville Cannons2015  
Grady E,4,45.35,10,4,35,9,15,14,14,1,0,1,0,0,0,0,1,0,0,0,Jacksonville Cannons2015  
Mi Bode,1,6.75,0,0,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Jacksonville Cannons2015  
Patterso,7,159.216666667,9,4,108,28,43,46,41,2,2,0,0,0,0,0,4,1,0,0,Jacksonville Cannons2015  
Gaines A,10,307.933333333,91,60,95,34,106,91,81,17,10,0,0,0,0,0,14,0,0,0,Jacksonville Cannons2015  
Ierardi,15,323.05,24,14,211,58,118,124,109,8,12,20,6.11053846154,0,0,0,10,2,0,0,Jacksonville Cannons2015  
Roca A,7,122.266666667,24,13,74,21,93,112,86,1,10,0,0,0,0,0,10,3,0,0,Jacksonville Cannons2015  
Best J,14,413.95,124,81,151,47,360,405,322,9,23,10,6.02271428571,0,0,0,32,11,1,0,Jacksonville Cannons2015  
Jakob D,2,24.0333333333,9,4,17,1,10,12,6,0,1,0,0,0,0,0,1,0,0,0,Jacksonville Cannons2015  
Wharton,12,241.45,41,19,140,34,87,82,78,7,10,0,0,0,0,0,6,1,0,0,Jacksonville Cannons2015  
Freystae,12,395.25,211,165,61,32,315,259,253,60,36,0,0,0,0,0,12,3,0,0,Jacksonville Cannons2015  
Seuntjen,7,145.616666667,9,5,107,25,29,26,25,4,2,0,0,0,0,0,0,1,0,0,Jacksonville Cannons2015  
Anonymous,1,0.0,0,0,0,0,0,5,0,0,0,12,3.729,0,0,0,0,0,1,0,Jacksonville Cannons2015  
Chard R,10,223.066666667,37,19,114,26,63,58,51,10,7,4,6.79,0,0,0,4,0,0,0,Jacksonville Cannons2015  
Catron T,10,295.466666667,156,125,47,26,198,172,163,29,15,0,0,0,0,0,10,1,0,0,Jacksonville Cannons2015  
Egger B,6,108.3,30,21,63,17,97,103,90,3,4,0,0,0,0,0,7,1,0,0,Jacksonville Cannons2015  
Hickson,14,442.6,254,199,52,23,362,327,259,34,31,2,6.24,0,0,0,23,7,0,0,Jacksonville Cannons2015  
Bode M,8,265.25,152,124,43,20,256,247,197,20,19,0,0,0,0,0,5,1,0,0,Jacksonville Cannons2015  
Floyd Z,9,108.35,15,12,79,20,35,34,31,3,2,1,0,0,0,0,0,1,0,0,Jacksonville Cannons2015  
Hunter N,11,207.583333333,18,11,112,33,60,51,44,14,4,0,0,1,0,0,4,0,0,0,Jacksonville Cannons2015  
Shepard,8,101.116666667,9,6,60,16,35,32,31,2,0,0,0,0,0,0,4,1,0,0,Jacksonville Cannons2015  
Sullivan,13,395.083333333,222,172,52,26,396,395,338,29,55,5,4.8516,0,0,0,47,5,1,0,Jacksonville Cannons2015  
Perales,14,474.6,159,116,143,45,315,333,238,5,24,7,5.42375,0,0,0,20,5,0,0,Jacksonville Cannons2015  
Walker J,15,341.683333333,67,32,174,43,70,55,49,18,5,134,6.01438596491,0,0,0,3,2,12,0,Jacksonville Cannons2015  
Van Brus,15,512.183333333,248,187,100,37,209,180,171,33,19,12,6.903,0,0,0,10,2,0,0,Jacksonville Cannons2015  
Hanselma,3,52.6833333333,9,6,32,11,20,16,15,4,0,0,0,0,0,0,1,0,0,0,Jacksonville Cannons2015  
Carlet B,1,9.16666666667,1,1,10,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,Jacksonville Cannons2015  
Carlet A,15,382.583333333,133,98,149,44,125,110,93,15,7,0,0,0,0,0,5,2,0,0,Jacksonville Cannons2015  
McCall C,4,38.6,9,5,22,4,12,9,9,2,0,0,0,0,0,0,0,1,0,0,Jacksonville Cannons2015  
Name,Games,Minutes Played,O Points,O Conversions,D Points,D Conversions,Touches,Throws,Catches,Goals,Assists,Pulls,Average Pull Hangtime,Callahans,Callahans Thrown,Stalls,Throwaways,Drops,Pulls OB,Penalties, Team
,1,0.583333333333,0,0,1,0,0,204,0,0,0,0,0,0,0,0,204,0,0,0,Chicago Wildfire2015  
Sheehan,10,141.033333333,19,10,113,40,177,192,172,2,13,4,5.10275,0,0,0,18,0,0,0,Chicago Wildfire2015  
Danny,11,174.183333333,79,58,52,21,88,63,64,24,4,1,0,0,0,0,3,2,0,0,Chicago Wildfire2015  
Zubair,4,75.2,2,1,37,16,37,38,35,2,3,2,5.259,0,0,0,4,1,0,0,Chicago Wildfire2015  
DW,12,266.65,40,25,144,46,93,86,82,7,5,0,0,0,0,0,1,1,0,0,Chicago Wildfire2015  
Vock,9,130.433333333,28,22,61,19,38,28,28,10,2,1,6.125,0,0,0,2,0,0,0,Chicago Wildfire2015  
Matzuka,10,501.016666667,127,86,198,80,630,752,569,5,40,88,4.97945588235,0,0,0,31,15,2,0,Chicago Wildfire2015  
Max,10,139.65,7,3,91,37,42,48,37,5,1,0,0,0,0,0,4,0,0,0,Chicago Wildfire2015  
Kennedy,10,174.183333333,19,12,106,40,112,124,98,9,4,3,4.5105,0,0,0,14,1,0,0,Chicago Wildfire2015  
MattSteg,4,101.116666667,22,12,30,11,37,33,31,5,2,0,0,0,0,0,2,0,0,0,Chicago Wildfire2015  
Cullen,11,348.2,136,94,72,29,245,229,230,15,27,1,0,0,0,0,25,4,0,0,Chicago Wildfire2015  
Jack,7,209.916666667,71,45,37,20,70,56,57,13,2,0,0,0,0,0,5,0,0,0,Chicago Wildfire2015  
Anonymous,1,0.0,0,0,0,0,11,27,7,1,1,18,4.557,0,0,0,7,0,1,0,Chicago Wildfire2015  
